-13.000554,8.449234,3,-2.465176
-13.034036,8.431035,3,-2.388457
-13.06567,8.411544,3,-2.308655
-13.095342,8.390798,3,-2.226534
-13.123225,8.3683,3,-2.151273
-13.149497,8.343648,1.401677,-2.088643
-13.17411,8.317082,1.45861,-2.035561
-13.197073,8.288843,1.587839,-1.989918
-13.218552,8.258954,1.697878,-1.952861
-13.23876,8.227442,1.911593,-1.924437
-13.2578,8.194518,2.030845,-1.902111
-13.275785,8.160361,2.209115,-1.884171
-13.292826,8.12512,2.300431,-1.869493
-13.309035,8.088922,2.434384,-1.85737
-13.324523,8.051876,2.501339,-1.847386
-13.339395,8.014075,2.583241,-1.839325
-13.353736,7.975592,2.615692,-1.832853
-13.367566,7.936473,2.701283,-1.827062
-13.380943,7.896769,2.743128,-1.821786
-13.393878,7.856513,2.72619,-1.816443
-13.406418,7.815749,2.713755,-1.811115
-13.418563,7.774501,2.783562,-1.80539
-13.430354,7.732804,2.792233,-1.799484
-13.441781,7.690677,2.802128,-1.79307
-13.452875,7.64815,2.807021,-1.786429
-13.46362,7.605236,2.818095,-1.779271
-13.474043,7.561961,2.820867,-1.771911
-13.484122,7.518337,2.828314,-1.76407
-13.493878,7.474384,2.828988,-1.756076
-13.503285,7.430114,2.834115,-1.747649
-13.512363,7.385545,2.833301,-1.739122
-13.521084,7.340686,2.832978,-1.730211
-13.529464,7.295554,2.828215,-1.721248
-13.537473,7.250157,2.8489,-1.711942
-13.545129,7.204511,2.861169,-1.702622
-13.552399,7.158623,2.84543,-1.692994
-13.559324,7.112511,2.833298,-1.68368
-13.565944,7.066193,2.866966,-1.675147
-13.572226,7.019674,2.866082,-1.666934
-13.578191,6.972966,2.864339,-1.65924
-13.583811,6.926076,2.862873,-1.651655
-13.589108,6.879016,2.865457,-1.644423
-13.594057,6.831791,2.865344,-1.637165
-13.598683,6.784413,2.87209,-1.630158
-13.60296,6.736889,2.877632,-1.623044
-13.606938,6.689229,2.890712,-1.616423
-13.610666,6.641445,2.894875,-1.610743
-13.614117,6.593542,2.899994,-1.605506
-13.61732,6.545528,2.90065,-1.600897
-13.620254,6.497407,2.90469,-1.596477
-13.622949,6.449186,2.905719,-1.592484
-13.625386,6.400871,2.910033,-1.588522
-13.627596,6.352468,2.911239,-1.584861
-13.62956,6.30398,2.916068,-1.581131
-13.631309,6.255415,2.919235,-1.577629
-13.632823,6.206774,2.931441,-1.573999
-13.634158,6.158065,2.940176,-1.570863
-13.635367,6.109292,2.949385,-1.568688
-13.636429,6.060458,2.951865,-1.56697
-13.637376,6.011566,2.955944,-1.565902
-13.638189,5.96262,2.958019,-1.565042
-13.638904,5.913623,2.9624,-1.564633
-13.639503,5.864576,2.964736,-1.564272
-13.640022,5.815484,2.968581,-1.564237
-13.640444,5.766347,2.970531,-1.56415
-13.640804,5.717169,2.976952,-1.564312
-13.641083,5.667952,2.980317,-1.564363
-13.641315,5.618697,2.979359,-1.564616
-13.641481,5.569406,2.979473,-1.564723
-13.641613,5.520082,2.984727,-1.565006
-13.641691,5.470725,2.983318,-1.565124
-13.641746,5.421338,2.971993,-1.565404
-13.64173,5.371921,2.956784,-1.565192
-13.641572,5.322478,2.932475,-1.563682
-13.6412,5.273008,2.917822,-1.560231
-13.64054,5.224005,2.914999,-1.553969
-13.63965,5.175446,2.919232,-1.546242
-13.638578,5.126822,2.926583,-1.538547
-13.637279,5.078139,2.931478,-1.5306
-13.635787,5.0294,2.949505,-1.523074
-13.63416,4.980606,2.965284,-1.516786
-13.632458,4.931758,2.988321,-1.512383
-13.630746,4.882858,2.99936,-1.510377
-13.629068,4.833905,2.986792,-1.510859
-13.627402,4.784904,2.977076,-1.513017
-13.625809,4.735854,2.961141,-1.517106
-13.624357,4.686755,2.9512,-1.523295
-13.623038,4.637611,2.943854,-1.530835
-13.621905,4.588423,2.941333,-1.539725
-13.620933,4.539193,2.940514,-1.549048
-13.620103,4.489924,2.936106,-1.558104
-13.619469,4.440618,2.928636,-1.567221
-13.619033,4.391277,2.923118,-1.576061
-13.618843,4.341904,2.924032,-1.584962
-13.618868,4.2925,2.925955,-1.593278
-13.619075,4.243068,2.928886,-1.600526
-13.619508,4.19361,2.930671,-1.607213
-13.620123,4.144129,2.944745,-1.612827
-13.62088,4.094626,2.951198,-1.616996
-13.621807,4.045102,2.94561,-1.620312
-13.622879,3.995558,2.941391,-1.622651
-13.624116,3.945997,2.962685,-1.624517
-13.625459,3.896419,2.971819,-1.625397
-13.62685,3.846823,2.980649,-1.624911
-13.628307,3.797211,2.984915,-1.623649
-13.629788,3.747582,2.991051,-1.621478
-13.631307,3.697937,2.995382,-1.6189
-13.63282,3.648277,2.997952,-1.615711
-13.634338,3.598601,2.993156,-1.612351
-13.635817,3.54891,2.986656,-1.608568
-13.637267,3.499205,2.982106,-1.604766
-13.638647,3.449484,2.976739,-1.600659
-13.63997,3.39975,2.974461,-1.596625
-13.641194,3.350001,2.980337,-1.592357
-13.642361,3.30024,2.98503,-1.588536
-13.643509,3.250467,2.984534,-1.585671
-13.6446,3.200683,2.98126,-1.583274
-13.645655,3.150889,2.982914,-1.58156
-13.646644,3.101084,2.982105,-1.58009
-13.647592,3.051269,2.981672,-1.579118
-13.648474,3.001445,2.981703,-1.578239
-13.649316,2.951612,2.982753,-1.577737
-13.650096,2.901771,2.983414,-1.577229
-13.650843,2.851921,2.984846,-1.577016
-13.651534,2.802064,2.985577,-1.576734
-13.652198,2.7522,2.987088,-1.576696
-13.652812,2.70233,2.987932,-1.576545
-13.653407,2.652452,2.989246,-1.576607
-13.653958,2.602569,2.989931,-1.57653
-13.654497,2.552681,2.992086,-1.576644
-13.654997,2.502786,2.993162,-1.576604
-13.65549,2.452887,2.992752,-1.576743
-13.655951,2.402983,2.99285,-1.576719
-13.656408,2.353074,2.994213,-1.576866
-13.656838,2.303161,2.992464,-1.576844
-13.657267,2.253243,2.984588,-1.57699
-13.657646,2.203322,2.977126,-1.576645
-13.657925,2.153396,2.971685,-1.575314
-13.658133,2.103466,2.969972,-1.573499
